,cat_name,num_images,num_videos,age,breed,color,size,sex,characteristics,house_trained,health,good_in_a_home_with,adoption_fee,prefers_a_home_without,coat_length,pet_story_num_words,rescue_group,data_set
214,Little Girl,0,0,Adult,Tortoiseshell,Tortoiseshell,Small,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,,29.0,Heart and Hand Society,thirty_days
215,Bertie,0,0,Adult,Domestic Medium Hair,White,Small,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,,23.0,Heart and Hand Society,thirty_days
216,Stormy,0,0,Adult,Domestic Short Hair,Gray / Blue / Silver,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",,,,,31.0,Heart and Hand Society,thirty_days
217,Sheena,2,0,Senior,Domestic Medium Hair & Tabby Mix,Tabby (Brown / Chocolate),Small,Male,,Yes,Vaccinations up to date.,,,,,43.0,Heart and Hand Society,thirty_days
218,Teddy,0,0,Senior,Tabby,Tabby (Orange / Red),Large,Male,,Yes,"Vaccinations up to date, spayed / neutered.",,,,,19.0,Heart and Hand Society,thirty_days
219,Cassandra,0,0,Senior,Tuxedo & Domestic Short Hair Mix,Black & White / Tuxedo,Small,Female,,Yes,"Vaccinations up to date, spayed / neutered, special needs.",,,"Other cats, dogs, children.",,37.0,Heart and Hand Society,thirty_days
220,your ideal cat/kit,0,0,Young,Domestic Short Hair Mix,,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,,41.0,Heart and Hand Society,thirty_days
221,Spunky,3,0,Senior,Tuxedo & Domestic Short Hair Mix,Black & White / Tuxedo,Small,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,,39.0,Heart and Hand Society,thirty_days
222,Pixie,2,0,Senior,Calico,,Large,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,,46.0,Heart and Hand Society,thirty_days
223,Newton,6,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Medium,Male,", Friendly, Affectionate, Gentle, Playful, Independent, Curious, Brave, Smart, Funny, Athletic",Yes,"Vaccinations up to date, spayed / neutered, special needs.","Dogs, children.",,"Other cats, other animals. Good with dogs!.",Short,157.0,JerseyCats,thirty_days
224,Meow,6,0,Adult,Domestic Short Hair,Tabby (Brown / Chocolate),Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.","Dogs, children.",,"Other cats, other animals. all other pets.",Short,133.0,JerseyCats,thirty_days
225,Ira,5,1,Young,Domestic Short Hair & Russian Blue Mix,Gray / Blue / Silver,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,"Dogs, other animals. All other pets.",Short,128.0,JerseyCats,thirty_days
226,Fanny,5,1,Young,Domestic Short Hair,Black,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,"Dogs, other animals. All other pets.",,123.0,JerseyCats,thirty_days
227,Delia,3,0,Adult,Domestic Short Hair,Black & White / Tuxedo,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,174.0,Hudson County Animal League (HCAL),thirty_days
228,Valentina,3,0,Adult,Calico,Calico,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,Dogs.,Short,88.0,Hudson County Animal League (HCAL),thirty_days
229,Precious and Baby,4,0,Adult,Tabby & Calico Mix,,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,Dogs.,,111.0,Hudson County Animal League (HCAL),thirty_days
230,Marlon,4,0,Kitten,Domestic Short Hair Mix,Tabby (Buff / Tan / Fawn),Medium,Male,"Loving, Playful, Talkative",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,43.0,Eccentric Kittens,thirty_days
231,Petey,2,0,Adult,Domestic Short Hair Mix,Black & White / Tuxedo,Large,Male,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,80.0,Anjellicle Cats Rescue,thirty_days
232,Sallie,3,0,Young,Domestic Short Hair Mix,Black,Small,Female,,Yes,Vaccinations up to date.,,,,Short,143.0,Anjellicle Cats Rescue,thirty_days
233,Simba,3,0,Young,Domestic Short Hair Mix,Tabby (Brown / Chocolate),Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",,,,,202.0,Anjellicle Cats Rescue,thirty_days
234,Tula,3,0,Young,Domestic Short Hair Mix,Tabby (Gray / Blue / Silver),Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,202.0,Anjellicle Cats Rescue,thirty_days
235,Captain Jack,3,1,Adult,Domestic Short Hair Mix,Buff / Tan / Fawn,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,180.0,Anjellicle Cats Rescue,thirty_days
236,Ted,3,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Small,Male,"Friendly, Affectionate, Playful, Curious, Quiet",Yes,Vaccinations up to date.,"Other cats, dogs.",,,Short,134.0,Anjellicle Cats Rescue,thirty_days
237,Bill,3,0,Kitten,Domestic Medium Hair,Black & White / Tuxedo,Small,Male,"Friendly, Affectionate, Playful, Curious",Yes,Vaccinations up to date.,"Other cats, dogs.",,,Medium,134.0,Anjellicle Cats Rescue,thirty_days
238,Katara,3,0,Senior,Domestic Short Hair,Calico,Medium,Female,"Friendly, Affectionate, Smart, Dignified, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,119.0,Anjellicle Cats Rescue,thirty_days
239,Jade,5,0,Young,Domestic Short Hair Mix,Black,Medium,Female,,Yes,Vaccinations up to date.,,,,Short,155.0,Anjellicle Cats Rescue,thirty_days
240,Hector,5,0,Young,Domestic Short Hair Mix,Tabby (Brown / Chocolate),Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,129.0,Anjellicle Cats Rescue,thirty_days
241,Suzy,0,0,Young,Domestic Short Hair Mix,Black & White / Tuxedo,Medium,Female,", Gentle",Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,96.0,Anjellicle Cats Rescue,thirty_days
242,Pinocchio,4,1,Young,Domestic Short Hair Mix,Gray & White,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,180.0,Anjellicle Cats Rescue,thirty_days
243,Java,3,0,Kitten,Domestic Short Hair Mix,Black,Medium,Male,,Yes,Vaccinations up to date.,,,,Short,128.0,Anjellicle Cats Rescue,thirty_days
244,Cocoa,3,0,Young,Domestic Short Hair Mix,Black,Medium,Female,,Yes,Vaccinations up to date.,,,,Short,98.0,Anjellicle Cats Rescue,thirty_days
245,Claire,5,1,Kitten,Domestic Short Hair Mix,Black & White / Tuxedo,Medium,Female,,Yes,Vaccinations up to date.,,,,Short,120.0,Anjellicle Cats Rescue,thirty_days
246,Simon,5,1,Kitten,Domestic Short Hair Mix,Black & White / Tuxedo,Medium,Male,,Yes,Vaccinations up to date.,,,,Short,120.0,Anjellicle Cats Rescue,thirty_days
247,Othello,4,0,Young,Domestic Short Hair Mix,Black & White / Tuxedo,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,107.0,Anjellicle Cats Rescue,thirty_days
248,Apollo,5,0,Young,Domestic Short Hair Mix,Black & White / Tuxedo,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,157.0,Anjellicle Cats Rescue,thirty_days
249,Zebra,5,0,Adult,Domestic Short Hair Mix,Tabby (Brown / Chocolate),Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,169.0,Anjellicle Cats Rescue,thirty_days
250,Boots,3,0,Senior,Domestic Short Hair Mix,Tabby (Orange / Red),Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,151.0,Anjellicle Cats Rescue,thirty_days
251,Nate,6,0,Adult,Domestic Short Hair Mix,Gray / Blue / Silver,Medium,Male,", Friendly, Affectionate, Playful, Funny, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,214.0,Anjellicle Cats Rescue,thirty_days
252,Marzipan,3,1,Young,Domestic Short Hair,Calico,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,Children.,Short,225.0,Anjellicle Cats Rescue,thirty_days
253,Valentina,3,0,Adult,Domestic Short Hair Mix,Black & White / Tuxedo,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,103.0,Anjellicle Cats Rescue,thirty_days
254,Kola,3,0,Adult,Domestic Short Hair Mix,Black & White / Tuxedo,Large,Male,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,113.0,Anjellicle Cats Rescue,thirty_days
255,Jupiter,6,0,Young,Domestic Short Hair Mix,Tabby (Brown / Chocolate),Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Medium,111.0,Anjellicle Cats Rescue,thirty_days
256,Ella,5,0,Young,Domestic Short Hair Mix,Tortoiseshell,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,137.0,Anjellicle Cats Rescue,thirty_days
257,Gene,6,0,Senior,Domestic Short Hair,Black & White / Tuxedo,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",,,Dogs.,Short,132.0,Anjellicle Cats Rescue,thirty_days
258,Jake,4,0,Senior,Domestic Short Hair,Black,Large,Male,,Yes,"Vaccinations up to date, spayed / neutered.",,,Dogs.,Short,132.0,Anjellicle Cats Rescue,thirty_days
259,Maddie,6,0,Senior,Domestic Medium Hair Mix,White,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,80.0,Anjellicle Cats Rescue,thirty_days
260,Cielo,6,0,Adult,Domestic Short Hair Mix,Black & White / Tuxedo,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,269.0,Anjellicle Cats Rescue,thirty_days
261,Sailor,3,0,Adult,Domestic Short Hair Mix,Black,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,94.0,Anjellicle Cats Rescue,thirty_days
262,Clyde,3,0,Young,Domestic Short Hair Mix,Tabby (Brown / Chocolate),Small,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,204.0,Anjellicle Cats Rescue,thirty_days
263,Tammy,6,0,Young,Domestic Short Hair Mix,Black & White / Tuxedo,Small,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,204.0,Anjellicle Cats Rescue,thirty_days
264,Cloud,5,0,Adult,Domestic Short Hair Mix,Tabby (Gray / Blue / Silver),Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,128.0,Anjellicle Cats Rescue,thirty_days
