Pink,4,0,Adult,Domestic Short Hair,Gray / Blue / Silver,Medium,Female,Loving Playful Curious,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,Short,270,Big Hands Little Paws,30+,No
Panther,5,0,Kitten,Domestic Short Hair,Black,Small,Female,Loving Playful Curious Bonded,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,Short,287,Big Hands Little Paws,30+,No
Tiger,2,0,Adult,Domestic Medium Hair Mix,,Large,Male,"Friendly, Affectionate, Loyal",,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",$150.00,,74,Angels for Animals Network,30+,No
Monroe,5,0,Young,Domestic Medium Hair Mix,,Medium,Male,"Friendly, Sweet",,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",$150.00,,83,Angels for Animals Network,30+,No
Crystal,2,0,Adult,Domestic Medium Hair Mix,,Medium,Female,Snuggler,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",$150.00,,64,Angels for Animals Network,30+,No
FeeBee,2,0,Adult,Domestic Long Hair Mix,,Medium,Female,,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",$150.00,,69,Angels for Animals Network,30+,No
Sia,3,0,Adult,Domestic Long Hair Mix,,Medium,Female,,,Yes,Spayed / neutered.,"Other cats, dogs, children.",,,61,Angels for Animals Network,30+,No
Tiger,4,0,Adult,Domestic Short Hair,Tabby (Brown / Chocolate),Large,Male,,,Yes,"Vaccinations up to date, spayed / neutered.",Children.,,,178,Angels for Animals Network,30+,No
Buckwheat,3,0,Adult,Domestic Short Hair Mix,Black,Medium,Male,,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,157,Angels for Animals Network,30+,No
Shadow,3,0,Adult,Domestic Short Hair Mix,Black,Medium,Male,,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,Short,157,Angels for Animals Network,30+,No
WILLOW,4,1,Adult,Domestic Short Hair & Tuxedo Mix,Black & White / Tuxedo,Small,Female,,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",$150.00,,136,Cypress Feline Rescue,30+,No
SOPHIE,4,1,Kitten,Domestic Short Hair & Tabby Mix,Tabby (Gray / Blue / Silver),Medium,Female,,,Yes,"Vaccinations up to date, spayed / neutered, special needs.","Other cats, children.",$100.00,,166,Cypress Feline Rescue,30+,No
LINCOLN,5,1,Kitten,Domestic Short Hair & Tabby Mix,Tabby (Gray / Blue / Silver),Medium,Male,,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",$175.00,,Short,141,Cypress Feline Rescue,30+,No
LIAM,5,1,Kitten,Domestic Short Hair,,Medium,Male,,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",$175.00,,Short,138,Cypress Feline Rescue,30+,No
JACKSON,5,1,Kitten,Domestic Short Hair,Orange & White,Medium,Male,,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",$175.00,,143,Cypress Feline Rescue,30+,No
GIGI,3,1,Kitten,Domestic Short Hair & Calico Mix,Calico,Medium,Female,,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",$175.00,,151,Cypress Feline Rescue,30+,No
GINGER,5,1,Kitten,Domestic Short Hair & Calico Mix,Calico,Medium,Female,,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",$175.00,,147,Cypress Feline Rescue,30+,No
LICORICE,4,0,Young,Domestic Medium Hair & Tuxedo Mix,Black & White / Tuxedo,Medium,Female,,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",$150.00,,159,Cypress Feline Rescue,30+,No
FRANKIE,4,0,Kitten,Domestic Short Hair,White,Large,Male,,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",$175.00,,173,Cypress Feline Rescue,30+,No
KAYLA,4,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Medium,Female,,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",$175.00,,Short,154,Cypress Feline Rescue,30+,No
GIMPY,5,1,Young,Domestic Medium Hair & Siamese Mix,Seal Point,Medium,Female,,,Yes,"Vaccinations up to date, spayed / neutered, special needs.","Children, other animals. Gimpy seems to growl at other cats near her so she may be better as an only cat.",$150.00,Other cats.,Short,190,Cypress Feline Rescue,30+,No
ZARA,2,1,Kitten,Domestic Short Hair & Calico Mix,,Medium,Female,,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",$175.00,,Short,175,Cypress Feline Rescue,30+,No
Rapunzel,3,0,Adult,Domestic Medium Hair,Gray / Blue / Silver,Medium,Female,,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Medium,159,Happy Homes Animal Rescue,30+,No
Sambosa,2,0,Adult,Scottish Fold,Cream Point,Small,Female,,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,210,Happy Homes Animal Rescue,30+,No
Tulip - Sweet Survivor!,0,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Medium,Female,,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,,Short,218,Happy Homes Animal Rescue,30+,No
White Fang,3,0,Adult,British Shorthair & Scottish Fold Mix,Gray / Blue / Silver,Medium,Male,,,Yes,"Vaccinations up to date, spayed / neutered.",,,"Other cats, dogs.",Short,216,Happy Homes Animal Rescue,30+,No
Ghost - Bengal,2,0,Adult,Bengal & Siamese Mix,Cream / Ivory,Medium,Male,,,Yes,"Vaccinations up to date, spayed / neutered.","Dogs, children.",,Other cats.,Short,185,Happy Homes Animal Rescue,30+,No
Hayley,5,0,Adult,Domestic Short Hair,Gray & White,Large,Female,"Loving, Sweet, Playful",,Yes,"Vaccinations up to date, spayed / neutered, special needs. Tripod - back left leg had to be amputated. Doesn't affect her mobility at all.","Other cats, children.",,,Short,195,R and M Rockin' Rescues,30+,No
Juanito,2,0,Young,Tuxedo,Black & White / Tuxedo,Medium,Male,"Loving, Sweet, Playful",,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,Short,90,R and M Rockin' Rescues,30+,No
Hunk,4,0,Adult,Tuxedo,Black & White / Tuxedo,Large,Male,"Loving, Sweet, Playful, Extremely social",,Yes,"Vaccinations up to date, spayed / neutered, special needs.","Other cats, dogs, children.",,,Short,42,R and M Rockin' Rescues,30+,No
Providence,4,0,Adult,Calico,Calico,Medium,Female,"Affectionate, Sweet, Playful, Extremely social",,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,,Short,44,R and M Rockin' Rescues,30+,No
Nikko,3,0,Adult,Abyssinian & Domestic Short Hair Mix,Brown / Chocolate,Large,Male,"Playful, Silly, Active",,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs.",,Children.,139,R and M Rockin' Rescues,30+,No
Cindy Lou Who,2,0,Adult,Domestic Short Hair & Tabby Mix,Tabby (Brown / Chocolate),Medium,Female,"Loving, Playful, Active, Sweet",,Yes,"Vaccinations up to date, spayed / neutered, special needs. Cindy Lou has food allergies and can only eat Royal Canin Limited Protein rabbit wet and dry food. Otherwise, she in good health.","Other cats, dogs.",,Children.,Short,108,R and M Rockin' Rescues,30+,No
Meowth,2,0,Kitten,Domestic Short Hair,Black,Medium,Female,,,Yes,Vaccinations up to date.,"Other cats, dogs, children.",$125.00,,40,Second Chance Rescue,30+,No
William,3,0,Kitten,Domestic Short Hair,,Medium,Male,,,Yes,Vaccinations up to date.,"Other cats, dogs, children.",$125.00,,37,Second Chance Rescue,30+,No
Marinara,2,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Medium,Female,,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",$125.00,,46,Second Chance Rescue,30+,No
Cumulus,2,0,Kitten,American Shorthair,,Medium,Female,,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$75.00,,125,Second Chance Rescue,30+,No
Peaches,0,0,Young,Domestic Short Hair,White,Medium,Male,,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",$75.00,,76,Second Chance Rescue,30+,No
Kingston,3,0,Adult,Domestic Short Hair,,Medium,Male,,,Yes,"Vaccinations up to date, spayed / neutered, special needs. Special food.","Other cats, dogs, children.",$50.00,,101,Second Chance Rescue,30+,No
Luna,5,0,Adult,Domestic Short Hair,Tabby (Brown / Chocolate),Medium,Female,"Friendly, Affectionate, Loyal, Gentle, Funny, Smart, Couch potato, Playful",,Yes,"Vaccinations up to date, spayed / neutered.",Children.,,,Short,116,Bergen County Animal Shelter,30+,No
Pocho,0,0,Adult,Domestic Short Hair,Tabby (Brown / Chocolate),Medium,Male,"Friendly, Playful, Smart, Funny",,Yes,"Vaccinations up to date, spayed / neutered.",Children.,$75.00,,126,Bergen County Animal Shelter,30+,No
Kittens Available!,6,0,Kitten,Domestic Short Hair,Calico,Medium,Male,,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",$100.00,,Short,55,Bergen County Animal Shelter,30+,No
Stop & Point (must be adopted together!),6,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Small,Male,"Friendly, Playful, Affectionate, Curious",,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,104,Cat Castle NYC,30+,No
The Dream Team!!,6,0,Young,Domestic Short Hair,Tabby (Tiger Striped),Medium,Male,"Friendly, Affectionate, Playful, Funny",,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,269,WaHi Cats (Washington Heights Cat Co…,30+,No
Garbanzo,3,1,Kitten,Domestic Short Hair,White,Small,Male,,,Yes,Vaccinations up to date.,Other cats.,$175.00,,Short,92,Cat Castle NYC,30+,No
Fava,5,0,Kitten,Domestic Short Hair,Tabby (Buff / Tan / Fawn),Small,Male,"Friendly, Affectionate, Playful, Curious",,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$175.00,,Short,125,Cat Castle NYC,30+,No
Dina,6,0,Senior,Domestic Long Hair,Dilute Tortoiseshell,Small,Female,"Friendly, Affectionate, Curious, Dignified, Smart, Loves kisses, Easygoing, Trusting",,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",$150.00,,212,Cat Castle NYC,30+,No
Buffy & Willow (must be adopted together!),6,0,Kitten,Domestic Short Hair,Black,Small,Female,"Friendly, Affectionate, Loyal, Playful, Curious",,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,164,Cat Castle NYC,30+,No
Bart Harley Jarvis,5,0,Young,Domestic Short Hair,Tabby (Buff / Tan / Fawn),Medium,Male,"sweet, playful, loving, shy",,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,204,WaHi Cats (Washington Heights Cat Co…,30+,No
Taffy Lee Fubbins,6,0,Young,Domestic Short Hair,Black & White / Tuxedo,Medium,Male,"loving, playful, active",,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,149,WaHi Cats (Washington Heights Cat Co…,30+,No
Archie,5,1,Young,Domestic Short Hair,Black & White / Tuxedo,Medium,Female,,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$175.00,,Short,212,Cat Castle NYC,30+,No
Lance,3,0,Adult,Domestic Short Hair,Brown / Chocolate,Medium,Male,"curious, gentle, laid back, easygoing, playful",,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",$150.00,,Short,148,Cat Castle NYC,30+,No
Mitty,3,0,Adult,Domestic Short Hair,Tortoiseshell,Medium,Female,"gentle, snuggly, curious, friendly, easygoing, loving",,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",$150.00,,Short,234,Cat Castle NYC,30+,No
Lady Doe,4,0,Adult,Domestic Short Hair,Black & White / Tuxedo,Medium,Female,"snuggly, loving, playful, quirky, easygoing, communicative",,Yes,"Vaccinations up to date, spayed / neutered, special needs. Lady Doe is an FIV+ cat - but do NOT worry. She will live a long, happy, healthy life just like any non-FIV cat with proper care. That just means she must be in an indoor only home, and make sure she goes to her annual vet visits. FAQ: FIV CANNOT be spread to other species. FIV can only be spread to other cats through deep bite wounds and reproduction. FIV weakens the immune system, so keep cat indoors ONLY. A FIV cat can live as long and healthy of a life as a non-FIV cat as long as you are diligent about their medical care (as you should be for a non-FIV cat, too, TBH). You can learn more about FIV here: https://vbspca.com/what-you-should-know-when-adopting-an-fiv-positive-cat/ https://www.vet.cornell.edu/departments-centers-and-institutes/cornell-feline-health-center/health-information/feline-health-topics/feline-immunodeficiency-virus-fiv.",,$150.00,"Dogs, children.",Short,296,Cat Castle NYC,30+,No
Sosa & Tarzan - MUST GO TOGETHER,5,0,Young,Domestic Short Hair,Black & White / Tuxedo,Medium,Male,"active, curious, gentle, loving, snuggly, affectionate, playful, engaged",,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$300.00,,Short,296,Cat Castle NYC,30+,No
Rubin,5,0,Adult,Domestic Short Hair,Gray & White,Medium,Male,"gentle, loving, easygoing, curious, handsome, cuddly, laid back, Friendly, Affectionate, zoomie, snuggly",,Yes,"Vaccinations up to date, spayed / neutered, special needs.","Other cats, children.",$150.00,,Short,158,Cat Castle NYC,30+,No
Belinda,4,0,Senior,Domestic Short Hair,Tabby (Gray / Blue / Silver),Medium,Female,"Gentle, Quiet",,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,170,WaHi Cats (Washington Heights Cat Co…,30+,No
Buttons,6,0,Kitten,Domestic Short Hair,Calico,Small,Male,"Shy, friendly, Affectionate",,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, other animals. Buttons is great with other cats.",$150.00,Children.,Medium,88,Animal Adoption Veterinary Center,30+,No
Jerry,6,0,Young,Domestic Short Hair,Black & White / Tuxedo,Medium,Male,"Loving, Playful, Friendly, Funny, Smart",,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$150.00,,Short,157,Animal Adoption Veterinary Center,30+,No
Stanley,6,0,Young,Domestic Short Hair,Tabby (Brown / Chocolate),Medium,Male,"Friendly, Playful, Brave, Curious, Funny, Athletic",,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$125.00,,Short,135,Homeless Animal Adoption League,30+,No
Feliciano,6,0,Young,Domestic Short Hair,Black & White / Tuxedo,Medium,Male,"Gentle, Loyal, Smart, Friendly",,Yes,"Vaccinations up to date, spayed / neutered.",,$124.97,,Short,193,Homeless Animal Adoption League,30+,No
Karen,6,0,Young,Domestic Short Hair,Gray & White,Medium,Female,"Magnificent, Opinionated, Lady",,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,194,Homeless Animal Adoption League,30+,No
Frankie & Grace,6,0,Senior,Domestic Short Hair,Black,Medium,Female,"Gentle, Sweet, Calm",,Yes,"Vaccinations up to date, spayed / neutered, special needs. Frankie and Grace are on a specialized diet for UTI. No medications.",,,,Short,153,Homeless Animal Adoption League,30+,No
Justice,6,0,Kitten,Domestic Short Hair,Tabby (Tiger Striped),Small,Male,"Adorable, Active, Fun, Curious, Smart",,Yes,Vaccinations up to date.,,,,Short,225,Homeless Animal Adoption League,30+,No
Gladys,3,0,Adult,Domestic Short Hair,Black,Medium,Female,"Active, Smart, Crazy, Demanding",,Yes,"Vaccinations up to date, spayed / neutered.",,,Children.,Short,195,Homeless Animal Adoption League,30+,No
Keats,2,0,Adult,Domestic Short Hair,Black,Medium,Female,,,Yes,"Vaccinations up to date, spayed / neutered, special needs. Allergies and asthma. No particular care needs now but might need it in the future.",Other cats.,,,Short,166,Homeless Animal Adoption League,30+,No
Lewis,6,0,Young,Domestic Short Hair,Tabby (Tiger Striped),Medium,Male,"Playful, Shy, Sweet",,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,194,Homeless Animal Adoption League,30+,No
Sylvia,6,0,Young,Domestic Short Hair,,Medium,Female,"Loving, Sweet, Cute, Sensitive",,Yes,"Vaccinations up to date, spayed / neutered.",,,Other cats.,353,Homeless Animal Adoption League,30+,No
Quincy,6,0,Young,Domestic Short Hair,Black,Medium,Female,"Active, Loving, Beautiful",,Yes,Vaccinations up to date.,,,Other cats.,Short,183,Homeless Animal Adoption League,30+,No
General,6,0,Adult,American Shorthair,Orange & White,Medium,Male,"Playful, Cute, Handsome",,Yes,"Vaccinations up to date, spayed / neutered.",,,Children.,Short,195,Homeless Animal Adoption League,30+,No
Aussie,4,0,Adult,American Shorthair,Tabby (Orange / Red),Medium,Female,"Calm, Smart",,Yes,"Vaccinations up to date, spayed / neutered.",,,"Other cats, children.",Short,116,Homeless Animal Adoption League,30+,No
Monty,6,0,Kitten,American Shorthair,Black & White / Tuxedo,Small,Male,"Sweet, Loving, Handsome",,Yes,Vaccinations up to date.,,,,Medium,219,Homeless Animal Adoption League,30+,No
Jefferson,5,0,Adult,Domestic Short Hair,Tabby (Brown / Chocolate),Medium,Male,"Handsome, Social",,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,Children.,Short,102,Homeless Animal Adoption League,30+,No
Shelly,5,1,Adult,Tabby,Tabby (Tiger Striped),Medium,Female,"Active, Curious, Smart, Sweet, Independent",,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,102,Homeless Animal Adoption League,30+,No
Liddy,6,0,Adult,Domestic Short Hair Mix,Tabby (Gray / Blue / Silver),Medium,Female,"Calm, Sweet",,Yes,"Vaccinations up to date, spayed / neutered, special needs. Sweet Liddy has arthritis now. She only takes a supplement for now but it's difficult for her to move around.",,,,Short,134,Homeless Animal Adoption League,30+,No
DOVE,3,0,Kitten,Bombay & Siamese Mix,Black,Small,Female,,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,,Short,98,"For Blake's Sake Rescue, Inc.",30+,No
SNICKERS,3,0,Kitten,Tuxedo,Black & White / Tuxedo,Small,Male,,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,,Short,98,"For Blake's Sake Rescue, Inc.",30+,No
TWIX,3,0,Kitten,Tuxedo,Black & White / Tuxedo,Small,Male,"Friendly, Affectionate, Loyal, Gentle, Playful, Smart, Curious",,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,,Short,98,"For Blake's Sake Rescue, Inc.",30+,No
KORRA,2,0,Young,Bombay & Siamese Mix,Black,Small,Female,,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,,Short,92,"For Blake's Sake Rescue, Inc.",30+,No
Riley,2,0,Kitten,Domestic Short Hair,Gray & White,Medium,Male,,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,,Short,,Circle Of Hope K-9 Rescue,30+,No
Binx,4,0,Kitten,Domestic Short Hair,Black,Medium,Male,,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,,Short,34,Circle Of Hope K-9 Rescue,30+,No
Smokey,5,0,Adult,Tabby & Abyssinian Mix,Gray & White,Medium,Male,,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,73,FOCAS,30+,No
Willow,2,0,Adult,Domestic Short Hair,Black,Medium,Female,,,Yes,"Vaccinations up to date, spayed / neutered.","Other animals. Her companion Tabitha, a tabby friend on PetFinder.",,,Short,100,FOCAS,30+,No
"Toby, Teddy, Tommy, Tucker & Tasha",6,0,Kitten,Domestic Short Hair,Tabby (Tiger Striped),Small,Male,,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,390,FOCAS,30+,No
"Theo, Sabrina & Sasha",5,0,Kitten,Tabby,Orange & White,Small,Male,,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,116,FOCAS,30+,No
Kiki,6,0,Adult,Domestic Short Hair & Calico Mix,Calico,Medium,Female,,,Yes,"Vaccinations up to date, spayed / neutered.",,,"Other cats, dogs, children.",Short,138,FOCAS,30+,No
Fudge,0,0,Adult,Domestic Short Hair,Black,Medium,Male,"Friendly, Affectionate, Loyal, Gentle, Playful, Loves kisses",,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children, other animals. All other pets.",$175.00,,Short,73,Yellow Brick Road Rescue NJ,30+,No
Pepper,0,0,Kitten,Domestic Short Hair,Black,Medium,Male,"Friendly, Affectionate, Loyal, Gentle, Playful",,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children, other animals. All other pets.",$175.00,,Short,73,Yellow Brick Road Rescue NJ,30+,No
Bash - courtesy post,0,0,Adult,Domestic Medium Hair,Gray & White,Medium,Male,,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Medium,258,Yellow Brick Road Rescue NJ,30+,No
Charlie,2,0,Kitten,Domestic Short Hair,Gray / Blue / Silver,Medium,Male,"Friendly, Affectionate, Loyal, Gentle, Playful",,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children, other animals. All other pets.",$175.00,,Short,73,Yellow Brick Road Rescue NJ,30+,No
Bobby,0,0,Kitten,Domestic Short Hair,Tabby (Brown / Chocolate),Medium,Male,"Friendly, Affectionate, Loyal, Gentle, Playful",,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children, other animals. Good with all other pets.",$175.00,,Short,94,Yellow Brick Road Rescue NJ,30+,No
Susie,2,0,Kitten,Domestic Short Hair,Tabby (Gray / Blue / Silver),Medium,Female,"Friendly, Affectionate, Loyal, Playful, Gentle",,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children, other animals. Good with all other pets.",$175.00,,Short,119,Yellow Brick Road Rescue NJ,30+,No
Aphrodite,0,0,Adult,Domestic Short Hair & Siamese Mix,Lilac Point,Medium,Female,,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,50,Care and Treatment of Strays,30+,No
Ralphie,2,0,Senior,Domestic Short Hair,Orange / Red,Medium,Male,,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs.",,Children.,Short,148,Care and Treatment of Strays,30+,No
Daisy,2,0,Kitten,Domestic Short Hair,Black,Medium,Female,,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children, other animals. Good with all other pets.",,,Short,92,Yellow Brick Road Rescue NJ,30+,No
Rosaline,0,0,Kitten,Domestic Short Hair & Tortoiseshell Mix,Tortoiseshell,Medium,Female,,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children, other animals. Good with all other pets.",,,Short,92,Yellow Brick Road Rescue NJ,30+,No
Blueberry,2,0,Kitten,Domestic Short Hair,Gray / Blue / Silver,Medium,Male,", Friendly, Gentle, Playful, Affectionate, Loyal",,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children, other animals. Good with all other pets.",,,Short,91,Yellow Brick Road Rescue NJ,30+,No
Calico Sisters,0,0,Adult,Domestic Short Hair,Calico,Medium,Female,,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,"Dogs, children.",Short,105,Care and Treatment of Strays,30+,No
Whisper,2,0,Adult,Domestic Short Hair,Smoke,Medium,Male,,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,73,Care and Treatment of Strays,30+,No
Sarah,2,0,Adult,Domestic Short Hair,Black,Medium,Female,,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, other animals. Good with all other pets.",,,Short,120,Yellow Brick Road Rescue NJ,30+,No
Snow Angel,3,0,Young,Domestic Short Hair,Gray / Blue / Silver,Medium,Female,,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs.",,,Short,87,Yellow Brick Road Rescue NJ,30+,No
Stavros,2,0,Adult,Domestic Short Hair,White,Medium,Male,,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,73,Care and Treatment of Strays,30+,No
Heidi *special needs*,3,0,Adult,Domestic Medium Hair,Tabby (Buff / Tan / Fawn),Medium,Female,,,Yes,"Vaccinations up to date, spayed / neutered, special needs. Stiff walking- can’t jump or go up / down stairs. Falls in litter box- needs to be bathed often.","Other cats, dogs, other animals. Good with all other pets.",,,Medium,252,Yellow Brick Road Rescue NJ,30+,No
MooCat,3,0,Kitten,Domestic Short Hair,Black,Medium,Male,,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,118,Yellow Brick Road Rescue NJ,30+,No
Stanley,0,0,Adult,Domestic Short Hair,Orange / Red,Medium,Male,,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,Short,64,Care and Treatment of Strays,30+,No
Peanut *i have a special story*,3,0,Adult,Domestic Short Hair,Black & White / Tuxedo,Medium,Male,,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children, other animals. Good with all other pets.",,,Short,176,Yellow Brick Road Rescue NJ,30+,No
John Lennon,0,0,Young,Domestic Short Hair,Orange / Red,Medium,Male,,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,Children.,Short,141,Care and Treatment of Strays,30+,No
Sandy,2,0,Senior,Domestic Short Hair,Buff / Tan / Fawn,Medium,Female,,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,Children.,Short,93,Care and Treatment of Strays,30+,No
Dalila,4,0,Adult,Domestic Short Hair,Black,Medium,Female,,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,Children.,Short,91,Yellow Brick Road Rescue NJ,30+,No
Belle,4,0,Adult,Domestic Short Hair,Orange / Red,Medium,Female,,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,Short,100,Yellow Brick Road Rescue NJ,30+,No
Salty,2,0,Adult,Domestic Short Hair,Black,Medium,Female,,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,Children.,Short,117,Yellow Brick Road Rescue NJ,30+,No
Nicky,4,0,Adult,Domestic Short Hair,Calico,Medium,Female,,,Yes,"Vaccinations up to date, spayed / neutered.",,,Other cats.,Short,55,Care and Treatment of Strays,30+,No
Stephan,4,0,Adult,Domestic Medium Hair,Gray / Blue / Silver,Medium,Male,,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,55,Care and Treatment of Strays,30+,No
Mabel,2,0,Kitten,Domestic Short Hair,Gray & White,Small,Female,,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs.",,,Short,54,Care and Treatment of Strays,30+,No
Samson,3,0,Adult,Domestic Short Hair,Orange / Red,Large,Male,,,Yes,"Vaccinations up to date, spayed / neutered.",,,"Other cats, dogs, children.",Short,104,Care and Treatment of Strays,30+,No
Tippy,5,0,Adult,Domestic Short Hair & Manx Mix,Tabby (Gray / Blue / Silver),Medium,Male,,,Yes,"Vaccinations up to date, spayed / neutered.",Children.,,"Other cats, dogs.",Short,90,Care and Treatment of Strays,30+,No
Taco,3,0,Adult,Domestic Short Hair,Orange / Red,Medium,Male,,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,Short,56,Care and Treatment of Strays,30+,No
Baxter,0,0,Adult,Domestic Short Hair,Gray & White,Medium,Male,,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,Short,71,Care and Treatment of Strays,30+,No
Dustin,3,0,Adult,Domestic Short Hair,Buff / Tan / Fawn,Medium,Male,,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,Short,47,Care and Treatment of Strays,30+,No
Bowie,2,0,Adult,Domestic Short Hair,Orange / Red,Medium,Male,,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,Short,50,Care and Treatment of Strays,30+,No
Ferdinand,0,0,Adult,Domestic Short Hair Mix,Buff & White,Medium,Male,,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,Children.,Short,42,Care and Treatment of Strays,30+,No
Red,3,0,Adult,Domestic Medium Hair,Orange & White,Large,Male,,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,"Dogs, children.",Short,101,Care and Treatment of Strays,30+,No
