,cat_name,num_images,num_videos,age,color,sex,good_in_a_home_with,adoption_fee,prefers_a_home_without,coat_length,pet_story_num_words,rescue_group,data_set,cat_id,thirty_days,without_story,coat_length_miss,color_miss,more_than_1_cat,video,num_pictures,pictures,breed_type,Days_On_Site,color_new
1544,Vegas,3,0,Young,Black,Female,"Other cats, dogs, children.",,,Short,53.0,"Homeless Animal Rescue Team, Inc.",thirty_days,"Vegas Homeless Animal Rescue Team, Inc.",True,False,Short,Black,False,False,3,True,DSH,Thirty Days Plus,Black
1545,Reno,4,0,Young,Tabby (Brown / Chocolate),Female,"Other cats, dogs, children.",,,Short,49.0,"Homeless Animal Rescue Team, Inc.",thirty_days,"Reno Homeless Animal Rescue Team, Inc.",True,False,Short,Tabby (Brown / Chocolate),False,False,4,True,DSH,Thirty Days Plus,Tabby (Brown / Chocolate)
1546,Hershey,6,0,Young,Black,Male,Other cats.,,,Short,64.0,"Homeless Animal Rescue Team, Inc.",thirty_days,"Hershey Homeless Animal Rescue Team, Inc.",True,False,Short,Black,False,False,6,True,DSH,Thirty Days Plus,Black
1547,Reeses,6,0,Young,Tabby (Brown / Chocolate),Male,Other cats.,,,Short,51.0,"Homeless Animal Rescue Team, Inc.",thirty_days,"Reeses Homeless Animal Rescue Team, Inc.",True,False,Short,Tabby (Brown / Chocolate),False,False,6,True,DSH,Thirty Days Plus,Tabby (Brown / Chocolate)
1548,Roman,6,0,Young,Black & White / Tuxedo,Male,"Other cats, dogs, children.",,,Short,67.0,"Homeless Animal Rescue Team, Inc.",thirty_days,"Roman Homeless Animal Rescue Team, Inc.",True,False,Short,Black & White / Tuxedo,False,False,6,True,DSH,Thirty Days Plus,Black & White / Tuxedo
1549,Paris,5,0,Young,Gray & White,Female,"Other cats, dogs, children.",,,Short,65.0,"Homeless Animal Rescue Team, Inc.",thirty_days,"Paris Homeless Animal Rescue Team, Inc.",True,False,Short,Gray & White,False,False,5,True,DSH,Thirty Days Plus,Gray & White
1550,Athens,5,0,Young,Dilute Calico,Female,Other cats.,,,Short,63.0,"Homeless Animal Rescue Team, Inc.",thirty_days,"Athens Homeless Animal Rescue Team, Inc.",True,False,Short,Dilute Calico,False,False,5,True,DSH,Thirty Days Plus,Other
1551,Harry,2,0,Young,,Male,Other cats.,,,Short,43.0,"Homeless Animal Rescue Team, Inc.",thirty_days,"Harry Homeless Animal Rescue Team, Inc.",True,False,Short,unknown,False,False,2,True,DSH,Thirty Days Plus,Other
1552,Sophia,2,0,Young,Tortoiseshell,Female,,,,Short,69.0,"Homeless Animal Rescue Team, Inc.",thirty_days,"Sophia Homeless Animal Rescue Team, Inc.",True,False,Short,Tortoiseshell,False,False,2,True,DSH,Thirty Days Plus,Tortoiseshell
1553,Jax,0,0,Young,White,Male,,,Other cats.,Short,83.0,"Homeless Animal Rescue Team, Inc.",thirty_days,"Jax Homeless Animal Rescue Team, Inc.",True,False,Short,White,False,False,0,False,DSH,Thirty Days Plus,White
1554,Sprinkes,3,1,Adult,Tabby (Brown / Chocolate),Female,,,,Short,79.0,"Homeless Animal Rescue Team, Inc.",thirty_days,"Sprinkes Homeless Animal Rescue Team, Inc.",True,False,Short,Tabby (Brown / Chocolate),False,True,3,True,DSH,Thirty Days Plus,Tabby (Brown / Chocolate)
1555,Pecan,3,0,Adult,Buff / Tan / Fawn,Male,,,,Short,72.0,"Homeless Animal Rescue Team, Inc.",thirty_days,"Pecan Homeless Animal Rescue Team, Inc.",True,False,Short,Buff / Tan / Fawn,False,False,3,True,DSH,Thirty Days Plus,Other
1556,Spencer,3,0,Adult,Black & White / Tuxedo,Male,,,,Short,56.0,"Homeless Animal Rescue Team, Inc.",thirty_days,"Spencer Homeless Animal Rescue Team, Inc.",True,False,Short,Black & White / Tuxedo,False,False,3,True,DSH,Thirty Days Plus,Black & White / Tuxedo
1557,Special K,2,0,Adult,White,Female,,,,Short,55.0,"Homeless Animal Rescue Team, Inc.",thirty_days,"Special K Homeless Animal Rescue Team, Inc.",True,False,Short,White,False,False,2,True,DSH,Thirty Days Plus,White
1558,Bandit,2,0,Adult,Black & White / Tuxedo,Male,,,,Short,82.0,"Homeless Animal Rescue Team, Inc.",thirty_days,"Bandit Homeless Animal Rescue Team, Inc.",True,False,Short,Black & White / Tuxedo,False,False,2,True,DSH,Thirty Days Plus,Black & White / Tuxedo
1559,Domino,2,0,Adult,Black & White / Tuxedo,Male,,,,Short,85.0,"Homeless Animal Rescue Team, Inc.",thirty_days,"Domino Homeless Animal Rescue Team, Inc.",True,False,Short,Black & White / Tuxedo,False,False,2,True,DSH,Thirty Days Plus,Black & White / Tuxedo
1560,Seraphina,3,0,Adult,Tortoiseshell,Female,,,,Short,125.0,"Homeless Animal Rescue Team, Inc.",thirty_days,"Seraphina Homeless Animal Rescue Team, Inc.",True,False,Short,Tortoiseshell,False,False,3,True,DSH,Thirty Days Plus,Tortoiseshell
1561,Georgie,6,0,Adult,Tabby (Orange / Red),Male,Other cats.,,,Short,134.0,"Homeless Animal Rescue Team, Inc.",thirty_days,"Georgie Homeless Animal Rescue Team, Inc.",True,False,Short,Tabby (Orange / Red),False,False,6,True,DSH,Thirty Days Plus,Tabby (Orange / Red)
1562,Angelina,3,0,Adult,Tortoiseshell,Female,,,,Short,50.0,"Homeless Animal Rescue Team, Inc.",thirty_days,"Angelina Homeless Animal Rescue Team, Inc.",True,False,Short,Tortoiseshell,False,False,3,True,DSH,Thirty Days Plus,Tortoiseshell
1563,Dawn,3,0,Adult,White,Female,,,,Short,71.0,"Homeless Animal Rescue Team, Inc.",thirty_days,"Dawn Homeless Animal Rescue Team, Inc.",True,False,Short,White,False,False,3,True,DSH,Thirty Days Plus,White
1564,Olivia,0,0,Adult,Tabby (Brown / Chocolate),Female,,,,Short,34.0,"Homeless Animal Rescue Team, Inc.",thirty_days,"Olivia Homeless Animal Rescue Team, Inc.",True,False,Short,Tabby (Brown / Chocolate),False,False,0,False,DSH,Thirty Days Plus,Tabby (Brown / Chocolate)
1565,Tula,3,0,Adult,Tabby (Brown / Chocolate),Female,,,,Short,105.0,"Homeless Animal Rescue Team, Inc.",thirty_days,"Tula Homeless Animal Rescue Team, Inc.",True,False,Short,Tabby (Brown / Chocolate),False,False,3,True,DSH,Thirty Days Plus,Tabby (Brown / Chocolate)
1566,Elijah,3,0,Adult,White,Male,,,,Short,87.0,"Homeless Animal Rescue Team, Inc.",thirty_days,"Elijah Homeless Animal Rescue Team, Inc.",True,False,Short,White,False,False,3,True,DSH,Thirty Days Plus,White
1567,Roselle,0,0,Adult,Gray & White,Female,,,,Short,57.0,"Homeless Animal Rescue Team, Inc.",thirty_days,"Roselle Homeless Animal Rescue Team, Inc.",True,False,Short,Gray & White,False,False,0,False,DSH,Thirty Days Plus,Gray & White
1568,Cheddar,4,0,Adult,Tabby (Orange / Red),Male,Other cats.,,,Medium,55.0,"Homeless Animal Rescue Team, Inc.",thirty_days,"Cheddar Homeless Animal Rescue Team, Inc.",True,False,Medium,Tabby (Orange / Red),False,False,4,True,DSH,Thirty Days Plus,Tabby (Orange / Red)
1569,Smuggie,3,0,Adult,Black & White / Tuxedo,Male,,,,,68.0,"Homeless Animal Rescue Team, Inc.",thirty_days,"Smuggie Homeless Animal Rescue Team, Inc.",True,False,unknown,Black & White / Tuxedo,False,False,3,True,DSH,Thirty Days Plus,Black & White / Tuxedo
1570,Elizabeth,0,0,Senior,Black & White / Tuxedo,Female,,,,,60.0,"Homeless Animal Rescue Team, Inc.",thirty_days,"Elizabeth Homeless Animal Rescue Team, Inc.",True,False,unknown,Black & White / Tuxedo,False,False,0,False,DSH,Thirty Days Plus,Black & White / Tuxedo
1571,Minerva,6,0,Young,Tabby (Brown / Chocolate),Female,Other cats.,,,Short,115.0,Holisticat Rescue and Rehabilitation,thirty_days,Minerva Holisticat Rescue and Rehabilitation,True,False,Short,Tabby (Brown / Chocolate),False,False,6,True,DSH,Thirty Days Plus,Tabby (Brown / Chocolate)
1572,Gala,6,0,Kitten,Tabby (Brown / Chocolate),Female,Other cats.,,Children.,Short,76.0,Holisticat Rescue and Rehabilitation,thirty_days,Gala Holisticat Rescue and Rehabilitation,True,False,Short,Tabby (Brown / Chocolate),False,False,6,True,DSH,Thirty Days Plus,Tabby (Brown / Chocolate)
1573,Atari,6,0,Adult,Black & White / Tuxedo,Male,Other cats.,,"Dogs, children.",Short,89.0,Holisticat Rescue and Rehabilitation,thirty_days,Atari Holisticat Rescue and Rehabilitation,True,False,Short,Black & White / Tuxedo,False,False,6,True,DSH,Thirty Days Plus,Black & White / Tuxedo
1574,Nala,5,1,Adult,Orange & White,Female,,,,,36.0,Rescue Haven Foundation,thirty_days,Nala Rescue Haven Foundation,True,False,unknown,Orange & White,False,True,5,True,DSH,Thirty Days Plus,Orange & White
1575,Shannon,3,0,Adult,Black,Female,Other cats.,,,Medium,134.0,Angel Pets Animal Welfare Society Inc.,thirty_days,Shannon Angel Pets Animal Welfare Society Inc.,True,False,Medium,Black,False,False,3,True,DSH,Thirty Days Plus,Black
1576,Inky,3,0,Kitten,Black,Female,Other cats.,,,Short,113.0,Angel Pets Animal Welfare Society Inc.,thirty_days,Inky Angel Pets Animal Welfare Society Inc.,True,False,Short,Black,False,False,3,True,DSH,Thirty Days Plus,Black
1577,Pac-Man,3,0,Kitten,Black,Male,Other cats.,,,Short,131.0,Angel Pets Animal Welfare Society Inc.,thirty_days,Pac-Man Angel Pets Animal Welfare Society Inc.,True,False,Short,Black,False,False,3,True,DSH,Thirty Days Plus,Black
1578,Murray,2,0,Adult,Buff / Tan / Fawn,Male,Other cats.,,,Short,55.0,Angel Pets Animal Welfare Society Inc.,thirty_days,Murray Angel Pets Animal Welfare Society Inc.,True,False,Short,Buff / Tan / Fawn,False,False,2,True,DSH,Thirty Days Plus,Other
1579,Chloe,0,0,Kitten,Black & White / Tuxedo,Female,Other cats.,,,Short,120.0,Angel Pets Animal Welfare Society Inc.,thirty_days,Chloe Angel Pets Animal Welfare Society Inc.,True,False,Short,Black & White / Tuxedo,False,False,0,False,DSH,Thirty Days Plus,Black & White / Tuxedo
1580,Mason,6,0,Young,Gray & White,Male,,,,Short,95.0,Angel Pets Animal Welfare Society Inc.,thirty_days,Mason Angel Pets Animal Welfare Society Inc.,True,False,Short,Gray & White,False,False,6,True,DSH,Thirty Days Plus,Gray & White
1581,Bella,0,0,Kitten,Buff / Tan / Fawn,Female,Other cats.,,,Short,127.0,Angel Pets Animal Welfare Society Inc.,thirty_days,Bella Angel Pets Animal Welfare Society Inc.,True,False,Short,Buff / Tan / Fawn,False,False,0,False,DSH,Thirty Days Plus,Other
1582,Tasha,2,0,Kitten,Black,Female,Other cats.,,,Short,128.0,Angel Pets Animal Welfare Society Inc.,thirty_days,Tasha Angel Pets Animal Welfare Society Inc.,True,False,Short,Black,False,False,2,True,DSH,Thirty Days Plus,Black
1583,Dunn,0,0,Kitten,Gray & White,Male,Other cats.,,,Short,138.0,Angel Pets Animal Welfare Society Inc.,thirty_days,Dunn Angel Pets Animal Welfare Society Inc.,True,False,Short,Gray & White,False,False,0,False,DSH,Thirty Days Plus,Gray & White
1584,Robin,3,0,Kitten,Tabby (Brown / Chocolate),Female,"Other cats, children.",,,Short,179.0,Angel Pets Animal Welfare Society Inc.,thirty_days,Robin Angel Pets Animal Welfare Society Inc.,True,False,Short,Tabby (Brown / Chocolate),False,False,3,True,DSH,Thirty Days Plus,Tabby (Brown / Chocolate)
1585,Dove,4,0,Kitten,Gray & White,Female,Other cats.,,,Short,142.0,Angel Pets Animal Welfare Society Inc.,thirty_days,Dove Angel Pets Animal Welfare Society Inc.,True,False,Short,Gray & White,False,False,4,True,DSH,Thirty Days Plus,Gray & White
1586,Tom Tom,0,0,Adult,Gray & White,Male,Other cats.,,,Short,145.0,Angel Pets Animal Welfare Society Inc.,thirty_days,Tom Tom Angel Pets Animal Welfare Society Inc.,True,False,Short,Gray & White,False,False,0,False,DSH,Thirty Days Plus,Gray & White
1587,Charlie,2,0,Adult,Black,Male,Other cats.,,,Short,147.0,Angel Pets Animal Welfare Society Inc.,thirty_days,Charlie Angel Pets Animal Welfare Society Inc.,True,False,Short,Black,False,False,2,True,DSH,Thirty Days Plus,Black
1588,Zinnia,0,0,Young,Tabby (Orange / Red),Female,Other cats.,,,Short,121.0,Angel Pets Animal Welfare Society Inc.,thirty_days,Zinnia Angel Pets Animal Welfare Society Inc.,True,False,Short,Tabby (Orange / Red),False,False,0,False,DSH,Thirty Days Plus,Tabby (Orange / Red)
1589,Nicky,4,0,Kitten,Gray & White,Male,Other cats.,,,Short,120.0,Angel Pets Animal Welfare Society Inc.,thirty_days,Nicky Angel Pets Animal Welfare Society Inc.,True,False,Short,Gray & White,False,False,4,True,DSH,Thirty Days Plus,Gray & White
1590,Tony,3,0,Adult,Black,Male,Other cats.,,,Short,160.0,Angel Pets Animal Welfare Society Inc.,thirty_days,Tony Angel Pets Animal Welfare Society Inc.,True,False,Short,Black,False,False,3,True,DSH,Thirty Days Plus,Black
1591,Lady,2,0,Adult,Gray & White,Female,,,,,160.0,Angel Pets Animal Welfare Society Inc.,thirty_days,Lady Angel Pets Animal Welfare Society Inc.,True,False,unknown,Gray & White,False,False,2,True,DSH,Thirty Days Plus,Gray & White
1592,Daisy,3,0,Young,Black & White / Tuxedo,Female,,,Children.,Short,173.0,Angel Pets Animal Welfare Society Inc.,thirty_days,Daisy Angel Pets Animal Welfare Society Inc.,True,False,Short,Black & White / Tuxedo,False,False,3,True,DSH,Thirty Days Plus,Black & White / Tuxedo
1593,Oreo,5,0,Young,Black & White / Tuxedo,Male,Other cats.,,Children.,Short,173.0,Angel Pets Animal Welfare Society Inc.,thirty_days,Oreo Angel Pets Animal Welfare Society Inc.,True,False,Short,Black & White / Tuxedo,False,False,5,True,DSH,Thirty Days Plus,Black & White / Tuxedo
1594,Triscuit,4,0,Young,Gray & White,Female,Other cats.,,,Short,133.0,Angel Pets Animal Welfare Society Inc.,thirty_days,Triscuit Angel Pets Animal Welfare Society Inc.,True,False,Short,Gray & White,False,False,4,True,DSH,Thirty Days Plus,Gray & White
1595,Petey,6,0,Adult,Brown / Chocolate,Male,Other cats.,,Children.,Short,165.0,Angel Pets Animal Welfare Society Inc.,thirty_days,Petey Angel Pets Animal Welfare Society Inc.,True,False,Short,Brown / Chocolate,False,False,6,True,DSH,Thirty Days Plus,Other
1596,Bonita,3,0,Young,Black,Female,,,,Short,161.0,Angel Pets Animal Welfare Society Inc.,thirty_days,Bonita Angel Pets Animal Welfare Society Inc.,True,False,Short,Black,False,False,3,True,DSH,Thirty Days Plus,Black
1597,April,4,0,Young,Black & White / Tuxedo,Female,,,,Short,138.0,Angel Pets Animal Welfare Society Inc.,thirty_days,April Angel Pets Animal Welfare Society Inc.,True,False,Short,Black & White / Tuxedo,False,False,4,True,DSH,Thirty Days Plus,Black & White / Tuxedo
1598,Chuck,4,0,Adult,Tabby (Brown / Chocolate),Male,,,,Short,153.0,Angel Pets Animal Welfare Society Inc.,thirty_days,Chuck Angel Pets Animal Welfare Society Inc.,True,False,Short,Tabby (Brown / Chocolate),False,False,4,True,DSH,Thirty Days Plus,Tabby (Brown / Chocolate)
1599,Nelly,4,0,Young,Black & White / Tuxedo,Female,Other cats.,,,Short,163.0,Angel Pets Animal Welfare Society Inc.,thirty_days,Nelly Angel Pets Animal Welfare Society Inc.,True,False,Short,Black & White / Tuxedo,False,False,4,True,DSH,Thirty Days Plus,Black & White / Tuxedo
1600,Hayden,6,0,Adult,Black & White / Tuxedo,Female,Other cats.,,,Short,70.0,Angel Pets Animal Welfare Society Inc.,thirty_days,Hayden Angel Pets Animal Welfare Society Inc.,True,False,Short,Black & White / Tuxedo,False,False,6,True,DSH,Thirty Days Plus,Black & White / Tuxedo
1601,Bentley,5,0,Adult,Brown / Chocolate,Male,"Other cats, dogs.",,,Short,94.0,Angel Pets Animal Welfare Society Inc.,thirty_days,Bentley Angel Pets Animal Welfare Society Inc.,True,False,Short,Brown / Chocolate,False,False,5,True,DSH,Thirty Days Plus,Other
1602,Casserole,6,0,Young,Orange & White,Male,,,Other cats.,Short,88.0,Angel Pets Animal Welfare Society Inc.,thirty_days,Casserole Angel Pets Animal Welfare Society Inc.,True,False,Short,Orange & White,False,False,6,True,DSH,Thirty Days Plus,Orange & White
1603,Nisha,6,0,Young,,Female,Other cats.,,,Short,95.0,Angel Pets Animal Welfare Society Inc.,thirty_days,Nisha Angel Pets Animal Welfare Society Inc.,True,False,Short,unknown,False,False,6,True,DSH,Thirty Days Plus,Other
1604,Leia,4,0,Young,Black,Female,Other cats.,,,Short,121.0,Angel Pets Animal Welfare Society Inc.,thirty_days,Leia Angel Pets Animal Welfare Society Inc.,True,False,Short,Black,False,False,4,True,DSH,Thirty Days Plus,Black
1605,Willow,4,0,Young,Gray / Blue / Silver,Female,Other cats.,,,Short,156.0,Angel Pets Animal Welfare Society Inc.,thirty_days,Willow Angel Pets Animal Welfare Society Inc.,True,False,Short,Gray / Blue / Silver,False,False,4,True,DSH,Thirty Days Plus,Gray / Blue / Silver
1606,Donnie,6,0,Adult,Gray & White,Male,Other cats.,,,Short,95.0,Angel Pets Animal Welfare Society Inc.,thirty_days,Donnie Angel Pets Animal Welfare Society Inc.,True,False,Short,Gray & White,False,False,6,True,DSH,Thirty Days Plus,Gray & White
1607,Colton,6,0,Adult,Tabby (Buff / Tan / Fawn),Male,Other cats.,,,Short,86.0,Angel Pets Animal Welfare Society Inc.,thirty_days,Colton Angel Pets Animal Welfare Society Inc.,True,False,Short,Tabby (Buff / Tan / Fawn),False,False,6,True,DSH,Thirty Days Plus,Tabby (Buff / Tan / Fawn)
1608,Stout,2,0,Adult,Tabby (Brown / Chocolate),Male,Other cats.,,,Short,203.0,Angel Pets Animal Welfare Society Inc.,thirty_days,Stout Angel Pets Animal Welfare Society Inc.,True,False,Short,Tabby (Brown / Chocolate),False,False,2,True,DSH,Thirty Days Plus,Tabby (Brown / Chocolate)
1609,Cassandra,6,0,Adult,Gray & White,Female,Dogs.,,Other cats.,Medium,183.0,Angel Pets Animal Welfare Society Inc.,thirty_days,Cassandra Angel Pets Animal Welfare Society Inc.,True,False,Medium,Gray & White,False,False,6,True,Other,Thirty Days Plus,Gray & White
1610,Sally,5,0,Adult,Tabby (Brown / Chocolate),Female,Other cats.,,,Short,126.0,Angel Pets Animal Welfare Society Inc.,thirty_days,Sally Angel Pets Animal Welfare Society Inc.,True,False,Short,Tabby (Brown / Chocolate),False,False,5,True,DSH,Thirty Days Plus,Tabby (Brown / Chocolate)
1611,Reeses,6,0,Adult,,Female,"Other cats, dogs.",,,Short,192.0,Angel Pets Animal Welfare Society Inc.,thirty_days,Reeses Angel Pets Animal Welfare Society Inc.,True,False,Short,unknown,False,False,6,True,DSH,Thirty Days Plus,Other
1612,Alianna,4,0,Adult,Gray & White,Female,Other cats.,,,Short,103.0,Angel Pets Animal Welfare Society Inc.,thirty_days,Alianna Angel Pets Animal Welfare Society Inc.,True,False,Short,Gray & White,False,False,4,True,DSH,Thirty Days Plus,Gray & White
1613,Annabel,3,0,Adult,Black & White / Tuxedo,Female,,,,,102.0,Angel Pets Animal Welfare Society Inc.,thirty_days,Annabel Angel Pets Animal Welfare Society Inc.,True,False,unknown,Black & White / Tuxedo,False,False,3,True,DSH,Thirty Days Plus,Black & White / Tuxedo
1614,Belle & Jasmine,5,0,Adult,Gray / Blue / Silver,Female,Other cats.,,,Short,142.0,Angel Pets Animal Welfare Society Inc.,thirty_days,Belle & Jasmine Angel Pets Animal Welfare Society Inc.,True,False,Short,Gray / Blue / Silver,True,False,5,True,DSH,Thirty Days Plus,Gray / Blue / Silver
1615,Kali,2,0,Adult,Gray / Blue / Silver,Female,,,"Other cats, dogs, children.",,86.0,Caring About The Strays (C.A.T.S.) Inc.,thirty_days,Kali Caring About The Strays (C.A.T.S.) Inc.,True,False,unknown,Gray / Blue / Silver,False,False,2,True,Other,Thirty Days Plus,Gray / Blue / Silver
1616,Popeye (bonded with Olive),0,0,Adult,Black,Male,"Other cats, dogs.",,,,111.0,Caring About The Strays (C.A.T.S.) Inc.,thirty_days,Popeye (bonded with Olive) Caring About The Strays (C.A.T.S.) Inc.,True,False,unknown,Black,False,False,0,False,Other,Thirty Days Plus,Black
1617,Olive (bonded with Popeye),0,0,Kitten,Black,Female,"Other cats, dogs.",,,,110.0,Caring About The Strays (C.A.T.S.) Inc.,thirty_days,Olive (bonded with Popeye) Caring About The Strays (C.A.T.S.) Inc.,True,False,unknown,Black,False,False,0,False,Other,Thirty Days Plus,Black
1618,"Axel, Archer, Atticus and Atlas",6,0,Kitten,Orange & White,Male,,,,,207.0,Caring About The Strays (C.A.T.S.) Inc.,thirty_days,"Axel, Archer, Atticus and Atlas Caring About The Strays (C.A.T.S.) Inc.",True,False,unknown,Orange & White,True,False,6,True,Other,Thirty Days Plus,Orange & White
1619,LuLu,0,0,Adult,Black & White / Tuxedo,Female,,,,,117.0,Caring About The Strays (C.A.T.S.) Inc.,thirty_days,LuLu Caring About The Strays (C.A.T.S.) Inc.,True,False,unknown,Black & White / Tuxedo,False,False,0,False,Other,Thirty Days Plus,Black & White / Tuxedo
1620,Georgie,2,0,Adult,,Male,Other cats.,,,,321.0,Caring About The Strays (C.A.T.S.) Inc.,thirty_days,Georgie Caring About The Strays (C.A.T.S.) Inc.,True,False,unknown,unknown,False,False,2,True,Other,Thirty Days Plus,Other
1621,CJ (bonded with Summer),6,0,Kitten,Black & White / Tuxedo,Female,"Other cats, dogs, children.",,,,507.0,Caring About The Strays (C.A.T.S.) Inc.,thirty_days,CJ (bonded with Summer) Caring About The Strays (C.A.T.S.) Inc.,True,False,unknown,Black & White / Tuxedo,False,False,6,True,Other,Thirty Days Plus,Black & White / Tuxedo
1622,Summer (bonded with CJ),6,0,Kitten,Black & White / Tuxedo,Female,"Other cats, dogs, children.",,,,677.0,Caring About The Strays (C.A.T.S.) Inc.,thirty_days,Summer (bonded with CJ) Caring About The Strays (C.A.T.S.) Inc.,True,False,unknown,Black & White / Tuxedo,False,False,6,True,Other,Thirty Days Plus,Black & White / Tuxedo
1623,Maverick,4,0,Kitten,Black & White / Tuxedo,Male,Other cats.,,,,174.0,Caring About The Strays (C.A.T.S.) Inc.,thirty_days,Maverick Caring About The Strays (C.A.T.S.) Inc.,True,False,unknown,Black & White / Tuxedo,False,False,4,True,Other,Thirty Days Plus,Black & White / Tuxedo
1624,Joaquin (bonded with Martina),6,0,Kitten,Black & White / Tuxedo,Male,"Other cats, dogs, children.",,,,147.0,Caring About The Strays (C.A.T.S.) Inc.,thirty_days,Joaquin (bonded with Martina) Caring About The Strays (C.A.T.S.) Inc.,True,False,unknown,Black & White / Tuxedo,False,False,6,True,Other,Thirty Days Plus,Black & White / Tuxedo
1625,Salem,6,0,Young,Black,Male,Other cats.,,"Dogs, children.",,117.0,Caring About The Strays (C.A.T.S.) Inc.,thirty_days,Salem Caring About The Strays (C.A.T.S.) Inc.,True,False,unknown,Black,False,False,6,True,Other,Thirty Days Plus,Black
1626,Martina (bonded with Joaquin),6,0,Kitten,Black & White / Tuxedo,Female,"Other cats, dogs, children.",,,,145.0,Caring About The Strays (C.A.T.S.) Inc.,thirty_days,Martina (bonded with Joaquin) Caring About The Strays (C.A.T.S.) Inc.,True,False,unknown,Black & White / Tuxedo,False,False,6,True,Other,Thirty Days Plus,Black & White / Tuxedo
1627,Tallulah Belle (bonded with Artemis),6,0,Kitten,,Female,,,,,76.0,Caring About The Strays (C.A.T.S.) Inc.,thirty_days,Tallulah Belle (bonded with Artemis) Caring About The Strays (C.A.T.S.) Inc.,True,False,unknown,unknown,False,False,6,True,Other,Thirty Days Plus,Other
1628,Gary,4,0,Young,Gray & White,Male,Other cats.,,,,84.0,Caring About The Strays (C.A.T.S.) Inc.,thirty_days,Gary Caring About The Strays (C.A.T.S.) Inc.,True,False,unknown,Gray & White,False,False,4,True,Other,Thirty Days Plus,Gray & White
1629,Jack (bonded with Sally),6,0,Adult,Gray / Blue / Silver,Male,Children.,,,,191.0,Caring About The Strays (C.A.T.S.) Inc.,thirty_days,Jack (bonded with Sally) Caring About The Strays (C.A.T.S.) Inc.,True,False,unknown,Gray / Blue / Silver,False,False,6,True,Other,Thirty Days Plus,Gray / Blue / Silver
1630,Sally ( bonded with Jack),6,0,Adult,Gray / Blue / Silver,Female,Children.,,,,192.0,Caring About The Strays (C.A.T.S.) Inc.,thirty_days,Sally ( bonded with Jack) Caring About The Strays (C.A.T.S.) Inc.,True,False,unknown,Gray / Blue / Silver,False,False,6,True,Other,Thirty Days Plus,Gray / Blue / Silver
1631,Amy,3,0,Adult,Black & White / Tuxedo,Female,,,,,95.0,Caring About The Strays (C.A.T.S.) Inc.,thirty_days,Amy Caring About The Strays (C.A.T.S.) Inc.,True,False,unknown,Black & White / Tuxedo,False,False,3,True,Other,Thirty Days Plus,Black & White / Tuxedo
1632,Oliver kna Ollie,2,0,Young,Brown / Chocolate,Male,Other cats.,,,,297.0,Caring About The Strays (C.A.T.S.) Inc.,thirty_days,Oliver kna Ollie Caring About The Strays (C.A.T.S.) Inc.,True,False,unknown,Brown / Chocolate,False,False,2,True,Other,Thirty Days Plus,Other
1633,Fiona,5,0,Young,,Female,Other cats.,,"Dogs, children.",,134.0,Caring About The Strays (C.A.T.S.) Inc.,thirty_days,Fiona Caring About The Strays (C.A.T.S.) Inc.,True,False,unknown,unknown,False,False,5,True,Other,Thirty Days Plus,Other
1634,Zaza,6,0,Adult,,Female,Other cats.,,,,74.0,Caring About The Strays (C.A.T.S.) Inc.,thirty_days,Zaza Caring About The Strays (C.A.T.S.) Inc.,True,False,unknown,unknown,False,False,6,True,Other,Thirty Days Plus,Other
1635,Smooch,6,0,Adult,,Male,Other cats.,,,,153.0,Caring About The Strays (C.A.T.S.) Inc.,thirty_days,Smooch Caring About The Strays (C.A.T.S.) Inc.,True,False,unknown,unknown,False,False,6,True,Other,Thirty Days Plus,Other
1636,Dominic,6,0,Young,Black & White / Tuxedo,Male,"Other cats, children.",,,,87.0,Caring About The Strays (C.A.T.S.) Inc.,thirty_days,Dominic Caring About The Strays (C.A.T.S.) Inc.,True,False,unknown,Black & White / Tuxedo,False,False,6,True,DSH,Thirty Days Plus,Black & White / Tuxedo
1637,Sprinkles,6,0,Adult,,Male,,,,,194.0,Caring About The Strays (C.A.T.S.) Inc.,thirty_days,Sprinkles Caring About The Strays (C.A.T.S.) Inc.,True,False,unknown,unknown,False,False,6,True,DSH,Thirty Days Plus,Other
1638,Zev,3,0,Young,,Male,"Other cats, children.",,,,5.0,Mama Chris Animal Rescue Inc.,thirty_days,Zev Mama Chris Animal Rescue Inc.,True,False,unknown,unknown,False,False,3,True,DSH,Thirty Days Plus,Other
1639,Little Lamb,2,0,Young,Gray & White,Male,"Other cats, dogs, children.",,,,43.0,Mama Chris Animal Rescue Inc.,thirty_days,Little Lamb Mama Chris Animal Rescue Inc.,True,False,unknown,Gray & White,False,False,2,True,DSH,Thirty Days Plus,Gray & White
1640,Luna,4,0,Adult,,Female,,,,,34.0,Humane Society of Westchester at New Rochelle,thirty_days,Luna Humane Society of Westchester at New Rochelle,True,False,unknown,unknown,False,False,4,True,DSH,Thirty Days Plus,Other
1641,Posey,0,0,Adult,Black,Female,,,,,76.0,Humane Society of Westchester at New Rochelle,thirty_days,Posey Humane Society of Westchester at New Rochelle,True,False,unknown,Black,False,False,0,False,DSH,Thirty Days Plus,Black
